事件/资产名称,龍魂ID,治理维度,DNA层级,三色审计,熔断级别,风险评分,处理状态,女娲五彩石,R值（影响范围）,I值（事件重要性）,已否决,红线触碰,负责人,创建时间,DNA追溯码,三才校验,创建者,商业授权状态,压力测试问题,压力测试结果,审查对象,对外状态,已加密,平台/来源,最后编辑,本机路径,松紧级别,涉及维度,版本号,登记时间,编辑者,老大原话存档,行动建议,证据链摘要,资产类型
protocol_constants.py,219,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-PROTOCOL_CONSTANTS_PY_3232-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/protocol/protocol_constants.py,,,v1.0,,💎 龍魂系统中枢大脑,,,,💻 代码/工具
README.md,220,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-README_MD_CF4D-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/protocol/README.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
rule_layers.py,221,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-RULE_LAYERS_PY_15C9-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/protocol/rule_layers.py,,,v1.0,,💎 龍魂系统中枢大脑,,,,💻 代码/工具
quantum_encryption.js,222,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-QUANTUM_ENCRYPTION_JS_EFA8-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/quantum/quantum_encryption.js,,,v1.0,,💎 龍魂系统中枢大脑,,,,💻 代码/工具
README.md,223,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-README_MD_CF4D-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/core/README.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
DNA_STANDARD.md,224,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-DNA_STANDARD_MD_B423-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/DNA_STANDARD.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
ALGORITHM_UPGRADE.md,225,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-ALGORITHM_UPGRADE_MD_F094-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/ALGORITHM_UPGRADE.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
05-API接入规则-老大接入外部API.md,226,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-MOD_05-API_-_API_MD_C229-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/api/05-API接入规则-老大接入外部API.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
06-API接出规则-龍魂API对外保护.md,227,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-MOD_06-API_-_API_MD_2C7E-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/api/06-API接出规则-龍魂API对外保护.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
07-API规则速查清单.md,228,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-MOD_07-API_MD_FB39-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/api/07-API规则速查清单.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
ARCHITECTURE.md,229,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-ARCHITECTURE_MD_51C7-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/ARCHITECTURE.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
<POTENTIAL_SECRET_PLACEHOLDER>.md,230,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/architecture/<POTENTIAL_SECRET_PLACEHOLDER>.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
README.md,231,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-README_MD_CF4D-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/architecture/README.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
CNSH_AI_STANDARDS.md,232,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-CNSH_AI_STANDARDS_MD_B75B-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/CNSH_AI_STANDARDS.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
CNSH_FORMAT_SPECIFICATION_v1.0.md,233,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.0.md-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/CNSH_FORMAT_SPECIFICATION_v1.0.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
CNSH_INITIAL_MISSION.md,234,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:41,#龍芯⚡️2026-03-27-CNSH_INITIAL_MISSION_MD_5297-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:41,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/CNSH_INITIAL_MISSION.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
CNSH_VISION.md,235,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-CNSH_VISION_MD_3177-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/CNSH_VISION.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
DNA_CODING_SYSTEM.md,236,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-DNA_CODING_SYSTEM_MD_4D30-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/DNA_CODING_SYSTEM.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
FINAL_INSTRUCTIONS.md,237,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-FINAL_INSTRUCTIONS_MD_AD66-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/FINAL_INSTRUCTIONS.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
README_GITHUB.md,238,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-README_GITHUB_MD_00B1-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/github/README_GITHUB.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
ALL_PLATFORM_GUIDE.md,239,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-ALL_PLATFORM_GUIDE_MD_B6BD-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/ALL_PLATFORM_GUIDE.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
CNSH_统一管理系统使用指南.md,240,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-CNSH_MD_EA48-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/CNSH_统一管理系统使用指南.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
<POTENTIAL_SECRET_PLACEHOLDER>.md,241,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.m-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/<POTENTIAL_SECRET_PLACEHOLDER>.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
DEPLOYMENT_GUIDE.md,242,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-DEPLOYMENT_GUIDE_MD_0EBF-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/DEPLOYMENT_GUIDE.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
notion_auto_email_guide.md,243,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/notion_auto_email_guide.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
NOTION_MONITOR_GUIDE.md,244,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-NOTION_MONITOR_GUIDE_MD_5BFD-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/NOTION_MONITOR_GUIDE.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
本地数据库部署指南.md,245,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-MD_87FD-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/本地数据库部署指南.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
净土36条-AI统一标准.md,246,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-MOD_36_-AI_MD_6160-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/净土36条-AI统一标准.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
跨设备同步指南.md,247,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-MD_1A49-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/跨设备同步指南.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
快速部署指南.md,248,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-MD_B91F-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/guides/快速部署指南.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
LONGHUN_OPENSOURCE_MANIFESTO.md,249,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/LONGHUN_OPENSOURCE_MANIFESTO.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
notion-databases-integration.md,250,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/notion-databases-integration.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
metadata.json,251,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-METADATA_JSON_3825-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/papers/longhun-weight/metadata.json,,,v1.0,,💎 龍魂系统中枢大脑,,,,⚙️ 系统架构
PAPER_TRIGGER.md,252,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-PAPER_TRIGGER_MD_BDEF-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/papers/PAPER_TRIGGER.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
README.md,253,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-README_MD_CF4D-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/papers/README.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
checklist.md,254,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-CHECKLIST_MD_7EA4-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/papers/shangmeng-ler/checklist.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
metadata.json,255,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-METADATA_JSON_3825-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/papers/shangmeng-ler/metadata.json,,,v1.0,,💎 龍魂系统中枢大脑,,,,⚙️ 系统架构
shangmeng_ler_stage1.py,256,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-SHANGMENG_LER_STAGE1_PY_E799-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/papers/shangmeng-ler/src/shangmeng_ler_stage1.py,,,v1.0,,💎 龍魂系统中枢大脑,,,,💻 代码/工具
PROJECT_SUMMARY.md,257,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-PROJECT_SUMMARY_MD_4F1A-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/PROJECT_SUMMARY.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
North-Star-B-Protocol-v1.0.md,258,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.0.md-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/protocol/North-Star-B-Protocol-v1.0.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
Polaris-Protocol-v1.0.md,259,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-POLARIS-PROTOCOL_324D-v1.0.md-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/protocol/Polaris-Protocol-v1.0.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
PUSH_COMMANDS.md,260,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-PUSH_COMMANDS_MD_BF7D-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/PUSH_COMMANDS.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
README-DAILY-REVIEW.md,261,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-README-DAILY-REVIEW_MD_B107-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/README-DAILY-REVIEW.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
TECH_STACK_COMPLETE.md,262,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-TECH_STACK_COMPLETE_MD_67D6-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/TECH_STACK_COMPLETE.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
UID9622_TRANSPARENCY.md,263,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-UID9622_TRANSPARENCY_MD_D329-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/UID9622_TRANSPARENCY.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
CNSH-Core-Whitepaper-ZH.md,264,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/whitepaper/CNSH-Core-Whitepaper-ZH.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
调试报告.md,265,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-MD_59EE-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/docs/调试报告.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
cross_platform_anchor.py,266,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.py-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/evidence/cross_platform_anchor.py,,,v1.0,,💎 龍魂系统中枢大脑,,,,💻 代码/工具
originality_chain.py,267,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-ORIGINALITY_CHAIN_PY_3F8C-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/evidence/originality_chain.py,,,v1.0,,💎 龍魂系统中枢大脑,,,,💻 代码/工具
README.md,268,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-README_MD_CF4D-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/evidence/README.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
api-examples.js,269,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-API-EXAMPLES_JS_BC6C-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/legal-knowledge/api-examples.js,,,v1.0,,💎 龍魂系统中枢大脑,,,,💻 代码/工具
CNSH全球法律知识库.md,270,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:42,#龍芯⚡️2026-03-27-CNSH_MD_2ED6-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:42,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/legal-knowledge/CNSH全球法律知识库.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
integration.js,271,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:43,#龍芯⚡️2026-03-27-INTEGRATION_JS_CB03-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/legal-knowledge/integration.js,,,v1.0,,💎 龍魂系统中枢大脑,,,,💻 代码/工具
README.md,272,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:43,#龍芯⚡️2026-03-27-README_MD_CF4D-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/legal-knowledge/README.md,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
main.js,273,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:43,#龍芯⚡️2026-03-27-MAIN_JS_7D00-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/obsidian-plugin/main.js,,,v1.0,,💎 龍魂系统中枢大脑,,,,💻 代码/工具
package-lock.json,274,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 15:43,#龍芯⚡️2026-03-27-PACKAGE-LOCK_JSON_5723-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 15:43,/Users/zuimeidedeyihan/longhun-system/CNSH-gitee/package-lock.json,,,v1.0,,💎 龍魂系统中枢大脑,,,,⚙️ 系统架构
